Metric,Value
Episodes,200000
Wins,23937
Win Rate,12.00%
Boss Kills,23937
axe,75091
books,70291
wand,62055
whip,69175
,
Episode,Reward
144100,34.1
144101,185.9
144102,-54.8
144103,-20.1
144104,-27.7
144105,-43.6
144106,144.8
144107,193.6
144108,5.6
144109,99.8
144110,319.1
144111,-75.3
144112,5.1
144113,37.7
144114,-7.7
144115,27.9
144116,107.4
144117,165.2
144118,-79.7
144119,85.3
144120,391.7
144121,23439.5
144122,19.3
144123,6.5
144124,96.7
144125,-37.8
144126,65.8
144127,-19.6
144128,-88.4
144129,269.9
144130,70.7
144131,193.9
144132,72.3
144133,122.1
144134,4.5
144135,-82.1
144136,816.9
144137,90.1
144138,-21.2
144139,-79
144140,149.9
144141,204.7
144142,373.2
144143,111.3
144144,49.9
144145,416.2
144146,316.1
144147,28851
144148,-38.7
144149,12.9
144150,499.9
144151,0.1
144152,159.1
144153,262.9
144154,415.5
144155,87.8
144156,77.9
144157,26368
144158,141.9
144159,446.2
144160,69.9
144161,-63.3
144162,-53.6
144163,583.2
144164,339.1
144165,13.2
144166,215.8
144167,29001.5
144168,29669
144169,14139.4
144170,0
144171,98.7
144172,-41.4
144173,465.3
144174,500.1
144175,-17.1
144176,-48
144177,29.4
144178,774.1
144179,29639.4
144180,-9.1
144181,96.3
144182,76.1
144183,24.3
144184,-103
144185,73.9
144186,185.4
144187,127.4
144188,160.4
144189,81.1
144190,-1.7
144191,283
144192,138.2
144193,146
144194,119.9
144195,2.7
144196,87.9
144197,-62.8
144198,-0.1
144199,128.8
144200,189.2
144201,-68
144202,77.7
144203,-44
144204,452.9
144205,-133.6
144206,25721.9
144207,9.7
144208,0.1
144209,-13.3
144210,94.4
144211,-48.2
144212,66.6
144213,69.7
144214,15.3
144215,177.8
144216,27756.5
144217,450.1
144218,23802
144219,87.9
144220,-8.9
144221,591.7
144222,547.7
144223,13768.3
144224,117.4
144225,757.4
144226,-80.8
144227,179.9
144228,-34.9
144229,140
144230,20314
144231,29966.8
144232,-12.9
144233,382.9
144234,-40.6
144235,11.5
144236,112.3
144237,-63.4
144238,-27.7
144239,19466.8
144240,66.2
144241,34.8
144242,357
144243,16.3
144244,-35.6
144245,-19.9
144246,-15.7
144247,61
144248,253.8
144249,149.3
144250,30.5
144251,94.8
144252,16.9
144253,8.7
144254,2.5
144255,-109.3
144256,33.4
144257,211.4
144258,-23.7
144259,-20.7
144260,-13.6
144261,-47
144262,106.9
144263,108
144264,27601.2
144265,246.2
144266,5.2
144267,-59.4
144268,2.9
144269,20.8
144270,244.1
144271,140.5
144272,55.4
144273,-131.2
144274,234.2
144275,173.1
144276,383.8
144277,20.3
144278,-93.7
144279,37
144280,315.6
144281,3.5
144282,72
144283,31023.4
144284,71.8
144285,1082.5
144286,22322.9
144287,68.7
144288,26.3
144289,128.2
144290,28
144291,23008.5
144292,334.3
144293,69.3
144294,108
144295,68.4
144296,456.4
144297,26016.4
144298,174.3
144299,36.9
144300,21626.5
144301,-34.5
144302,-9.8
144303,62.2
144304,18149.4
144305,169.3
144306,23.2
144307,161.5
144308,99.5
144309,320.3
144310,27431.8
144311,64.5
144312,50
144313,37.1
144314,110.3
144315,79.9
144316,38.1
144317,-88
144318,258.8
144319,250.3
144320,83.1
144321,-10.8
144322,-73.6
144323,25908.1
144324,35.8
144325,18153.6
144326,2.3
144327,51.4
144328,723.3
144329,134
144330,-2.8
144331,-52.6
144332,50.3
144333,-26.8
144334,28150.9
144335,70.5
144336,16688.2
144337,11.8
144338,-3.9
144339,111.2
144340,0.7
144341,34.4
144342,398.2
144343,19628.7
144344,23585.5
144345,470
144346,85.1
144347,26923
144348,-25.5
144349,291.2
144350,24456
144351,25.9
144352,34.1
144353,-40.5
144354,141
144355,25.8
144356,376.5
144357,42.8
144358,24.8
144359,64.4
144360,-6.7
144361,-5.7
144362,140.1
144363,431.2
144364,41.4
144365,-65.8
144366,166.5
144367,56.8
144368,240.1
144369,24687.4
144370,8.7
144371,-44
144372,83.1
144373,-47.9
144374,115.8
144375,104.2
144376,73.3
144377,208.8
144378,26638
144379,27904.6
144380,158.3
144381,91.4
144382,456.4
144383,-32.1
144384,195.2
144385,2
144386,332
144387,-10.4
144388,25583.4
144389,367.6
144390,7
144391,65.2
144392,32614.6
144393,-38.7
144394,374.6
144395,15.8
144396,23998.5
144397,187.2
144398,59.5
144399,109.8
144400,92.8
144401,120.6
144402,-46.6
144403,307.9
144404,24493.4
144405,19685.6
144406,361.6
144407,28.4
144408,31526.7
144409,-5.2
144410,94.2
144411,542.9
144412,464.8
144413,26997.3
144414,-59.5
144415,104
144416,29576.6
144417,319.3
144418,55.9
144419,26989.7
144420,271.8
144421,147.5
144422,47.1
144423,153
144424,89.2
144425,495
144426,349.5
144427,6.3
144428,-41.5
144429,126.6
144430,132.4
144431,260
144432,27660
144433,-52.6
144434,597.3
144435,-39.1
144436,118.9
144437,3.7
144438,81.1
144439,25987
144440,22783.4
144441,38.4
144442,-44.7
144443,100.6
144444,62.7
144445,223.6
144446,33
144447,68.2
144448,47.9
144449,26222.3
144450,162.3
144451,28232.3
144452,13
144453,76.2
144454,-0.9
144455,-5
144456,96.5
144457,117.6
144458,134.9
144459,23822.3
144460,497.1
144461,-49.2
144462,-36.8
144463,-35.3
144464,-3.2
144465,88.2
144466,-95.8
144467,44.3
144468,78.4
144469,-5.1
144470,401.8
144471,131.5
144472,163.4
144473,-31
144474,839.3
144475,20.6
144476,292.1
144477,716.5
144478,25816.5
144479,197.1
144480,147.2
144481,82.8
144482,315.2
144483,14
144484,-68.6
144485,416.3
144486,51.1
144487,-96
144488,23.6
144489,252.5
144490,69.7
144491,356.8
144492,15855.5
144493,161.2
144494,166.6
144495,23509.6
144496,-63.2
144497,276.6
144498,206.9
144499,222.7
144500,378.5
144501,3
144502,333
144503,-45.4
144504,366.1
144505,-68.3
144506,290.9
144507,-142.1
144508,549.8
144509,222.6
144510,71.1
144511,20440
144512,350.5
144513,-29.2
144514,67.4
144515,75.1
144516,113.2
144517,311.2
144518,952.9
144519,27957.6
144520,-35.4
144521,295.1
144522,45.1
144523,-16.6
144524,141
144525,23575.6
144526,-23.2
144527,467.4
144528,14.8
144529,312.6
144530,-37.6
144531,110.1
144532,-21.5
144533,-57.9
144534,80.9
144535,2.6
144536,30
144537,239.2
144538,279
144539,119.9
144540,-98.3
144541,19154.8
144542,502.9
144543,75.3
144544,-85.3
144545,299.4
144546,66.5
144547,89.4
144548,892.1
144549,491.8
144550,9.5
144551,-15.8
144552,97.8
144553,577.6
144554,143.6
144555,57.4
144556,77.6
144557,-82.7
144558,41.2
144559,99.4
144560,-29.4
144561,188
144562,20985.9
144563,135.4
144564,8.6
144565,21042.2
144566,91.7
144567,314.8
144568,26127.3
144569,529
144570,14.5
144571,1074.2
144572,139.5
144573,60.5
144574,26822.3
144575,10.8
144576,80.2
144577,58.5
144578,90.4
144579,23575.6
144580,21390
144581,-73.4
144582,396.1
144583,29.6
144584,-82.2
144585,90.6
144586,-10.3
144587,128.5
144588,-25.8
144589,276
144590,386.7
144591,570.4
144592,188.9
144593,197.6
144594,-61.2
144595,65.1
144596,257
144597,89.2
144598,71
144599,-8.7
144600,20811.3
144601,29
144602,20399.5
144603,111.5
144604,217.8
144605,183.1
144606,102.1
144607,95.1
144608,583.8
144609,63.3
144610,80.5
144611,-43.7
144612,32.8
144613,53.9
144614,776.2
144615,133
144616,126.5
144617,27523
144618,-9.7
144619,593.9
144620,28746.8
144621,19.8
144622,-105.3
144623,220.6
144624,-17.5
144625,22.1
144626,-46.7
144627,-2.5
144628,20119.9
144629,100
144630,234.9
144631,103.3
144632,113.4
144633,22933
144634,17.8
144635,128.7
144636,26013.6
144637,-28.4
144638,23462.5
144639,25.8
144640,-22
144641,159.3
144642,26715.3
144643,142
144644,317.8
144645,259.3
144646,100.8
144647,107.6
144648,-8.9
144649,-71.6
144650,-27.2
144651,43
144652,96.7
144653,63.3
144654,62.1
144655,-97.5
144656,91
144657,223.3
144658,35.7
144659,134.7
144660,-39.1
144661,30629
144662,72.2
144663,992.5
144664,246.6
144665,271.9
144666,-43.5
144667,30241.4
144668,543.1
144669,23860.3
144670,161.7
144671,6.1
144672,22782.4
144673,21033.1
144674,155.1
144675,280.2
144676,78.8
144677,-26.6
144678,-7.3
144679,2.3
144680,36.4
144681,569
144682,232.1
144683,25415.4
144684,-12.7
144685,543.8
144686,129.6
144687,27737.9
144688,19.1
144689,354.7
144690,155.8
144691,147.9
144692,24216.4
144693,-54.9
144694,447.3
144695,-39.3
144696,898
144697,39.5
144698,-3.6
144699,232
144700,-61.3
144701,20472.5
144702,-60.5
144703,682.7
144704,809.8
144705,204.9
144706,372.5
144707,7.8
144708,45.3
144709,95.4
144710,239.3
144711,24.3
144712,50.4
144713,157.4
144714,71.9
144715,-121.1
144716,-39.6
144717,-53.5
144718,963.9
144719,3.8
144720,-13.1
144721,74.2
144722,16.2
144723,-51.8
144724,49.1
144725,77.9
144726,90
144727,23838.7
144728,91.7
144729,484.9
144730,33.6
144731,-74
144732,-28.2
144733,64.6
144734,104.2
144735,123.4
144736,418.9
144737,31.6
144738,585.1
144739,-105.9
144740,45
144741,18.3
144742,13250.7
144743,26738.1
144744,889.3
144745,123.3
144746,205.2
144747,57.6
144748,142
144749,-63.4
144750,542.4
144751,288
144752,109.6
144753,86.6
144754,151.6
144755,101.6
144756,71.9
144757,-16.7
144758,-7.8
144759,38.2
144760,81.3
144761,105.5
144762,64.4
144763,104.7
144764,95
144765,18.4
144766,169
144767,-53
144768,18338.1
144769,-51.8
144770,-86.3
144771,26836.8
144772,23957.3
144773,-14.3
144774,233.4
144775,-15.2
144776,215.1
144777,398.7
144778,-38.8
144779,-21
144780,7.2
144781,77.6
144782,23297.4
144783,298.9
144784,117.8
144785,-100.8
144786,394.8
144787,256.3
144788,180.2
144789,-65.9
144790,-92.5
144791,-0.2
144792,201.5
144793,-73.2
144794,45.2
144795,24.8
144796,47.4
144797,13.5
144798,362.4
144799,161.4
144800,378.2
144801,-47.2
144802,46.1
144803,165.9
144804,68
144805,24329
144806,-51.1
144807,40
144808,484.7
144809,19503.1
144810,17514.9
144811,65.1
144812,-44.5
144813,17842.8
144814,-97.6
144815,-25.9
144816,57.6
144817,35
144818,20.6
144819,29195.5
144820,18.3
144821,-8.8
144822,199.5
144823,132.9
144824,9716.3
144825,-6
144826,145.1
144827,27.3
144828,9.9
144829,-48
144830,269.7
144831,19867.1
144832,553.3
144833,-2.2
144834,14.3
144835,20766.7
144836,1.5
144837,26412.4
144838,182.9
144839,42.5
144840,27.4
144841,-27
144842,-1.8
144843,6.8
144844,4.9
144845,9.9
144846,27919.6
144847,76.6
144848,31291.6
144849,360.4
144850,21427.7
144851,114.6
144852,393.5
144853,44.9
144854,150.8
144855,398.5
144856,133.1
144857,-24.5
144858,523.1
144859,134.6
144860,-10
144861,9.2
144862,139.7
144863,25387.1
144864,22194.6
144865,-31.2
144866,-30.7
144867,365
144868,266.7
144869,94.4
144870,118.2
144871,-22.8
144872,152.3
144873,-8.5
144874,342.2
144875,-60.1
144876,261
144877,114.5
144878,252.4
144879,27734
144880,125.2
144881,-2.8
144882,121.9
144883,441.2
144884,163.9
144885,-50.2
144886,41.4
144887,-46.1
144888,154.1
144889,65
144890,30901.2
144891,-6.3
144892,37.4
144893,292.2
144894,136.1
144895,157.5
144896,354.1
144897,152.9
144898,-28.3
144899,-43.2
144900,352.7
144901,28850.5
144902,67.3
144903,22122
144904,58.7
144905,91.9
144906,160.1
144907,447.8
144908,116
144909,143
144910,307.7
144911,-104.1
144912,52.3
144913,-85.5
144914,-84.2
144915,141.3
144916,-26.3
144917,18.3
144918,27799.7
144919,79
144920,71.4
144921,-111.5
144922,28980.2
144923,94.7
144924,32.6
144925,466.8
144926,217.2
144927,132
144928,53.2
144929,-27.2
144930,362.1
144931,192.7
144932,24518
144933,3.6
144934,100.3
144935,189
144936,104.8
144937,-86.2
144938,681.8
144939,97.5
144940,111.9
144941,-24
144942,167.8
144943,23.9
144944,133.4
144945,-35.1
144946,-9.4
144947,701.9
144948,-18.7
144949,4.6
144950,62.7
144951,35.6
144952,-53.1
144953,176
144954,159.8
144955,-11.8
144956,27.5
144957,25158.9
144958,-25
144959,68
144960,31.7
144961,31.1
144962,26889.2
144963,19400.8
144964,13.9
144965,24499.1
144966,52.3
144967,208.8
144968,67
144969,44.5
144970,38.6
144971,25557.3
144972,-50
144973,22124.2
144974,53
144975,-33.6
144976,88.4
144977,421.5
144978,-77.2
144979,-37.1
144980,352.1
144981,-1.7
144982,-27.1
144983,22.9
144984,419.3
144985,132.8
144986,8.4
144987,164.5
144988,10.1
144989,-14.8
144990,98.3
144991,139.2
144992,20302.7
144993,58.8
144994,412
144995,4.9
144996,-27
144997,-56.7
144998,26
144999,20536.9
145000,-50.3
145001,15
145002,-32.6
145003,24622.7
145004,82.1
145005,22232.6
145006,109.2
145007,67.2
145008,-28.9
145009,610.4
145010,-64.6
145011,26509.9
145012,91.5
145013,90.3
145014,272.3
145015,26.5
145016,28935.1
145017,82
145018,247.4
145019,119
145020,76.7
145021,26.4
145022,26646.3
145023,-56.1
145024,27583
145025,9.1
145026,136.5
145027,186.9
145028,127.2
145029,46.3
145030,589.7
145031,-54.2
145032,-87.7
145033,227
145034,92.4
145035,226.5
145036,-9.9
145037,17.4
145038,53.6
145039,133.9
145040,35542.4
145041,33180.9
145042,207.5
145043,43.7
145044,-50.7
145045,156.5
145046,59.2
145047,55.8
145048,253.7
145049,37.6
145050,-123.4
145051,67.7
145052,161.7
145053,-47.3
145054,19.1
145055,51
145056,21.7
145057,110
145058,30039.8
145059,595.4
145060,165.1
145061,218.7
145062,94.7
145063,56
145064,304.6
145065,115
145066,151
145067,276.3
145068,176.9
145069,-12.7
145070,19.7
145071,133.4
145072,25631.4
145073,1062.6
145074,117.9
145075,379.5
145076,86.3
145077,-10.7
145078,785.3
145079,-25.2
145080,605
145081,-62.4
145082,43.1
145083,308.1
145084,257.8
145085,99.7
145086,50.3
145087,20.3
145088,30.9
145089,550
145090,84.7
145091,186.8
145092,26901.1
145093,62
145094,924.5
145095,43.8
145096,11.8
145097,-49.1
145098,71.2
145099,14.9
145100,8.3
145101,210.2
145102,96.7
145103,12.1
145104,72.5
145105,-24
145106,60.8
145107,26202.3
145108,90.3
145109,404.1
145110,749.6
145111,29305.2
145112,-16.2
145113,77.1
145114,7688.3
145115,113.5
145116,33.8
145117,91.9
145118,318.1
145119,213
145120,38.1
145121,8
145122,-79.4
145123,167.2
145124,-64.9
145125,110.2
145126,251.3
145127,172.5
145128,515.3
145129,327
145130,316.8
145131,44.9
145132,67.4
145133,273.1
145134,23380.5
145135,18.5
145136,368.1
145137,888
145138,259.4
145139,-78.5
145140,882.3
145141,29.1
145142,-21.9
145143,88.9
145144,-90
145145,7879.7
145146,99
145147,24251.1
145148,58.9
145149,285.6
145150,669
145151,51
145152,101.4
145153,566.4
145154,268.7
145155,-46.2
145156,22011.2
145157,2.1
145158,49.4
145159,225.7
145160,67.2
145161,285
145162,171.5
145163,381
145164,73.1
145165,61.6
145166,58.6
145167,376.6
145168,229.8
145169,5
145170,50.6
145171,17720.1
145172,-28.5
145173,30
145174,288.9
145175,25786.8
145176,122.8
145177,64.1
145178,-24.2
145179,20.1
145180,55
145181,119.9
145182,114.4
145183,43.3
145184,123.7
145185,-89.8
145186,-46.9
145187,-7.2
145188,134.9
145189,90.7
145190,46.1
145191,39.2
145192,201.7
145193,44.1
145194,76.1
145195,281.4
145196,143.5
145197,72
145198,12.4
145199,19354.7
145200,102.6
145201,116.7
145202,369.7
145203,120.1
145204,309.5
145205,12.1
145206,-17.9
145207,55.7
145208,-28.6
145209,-16.3
145210,36.8
145211,137.8
145212,21942.6
145213,75.8
145214,16.9
145215,58.9
145216,23337.5
145217,-48.4
145218,598.3
145219,26641.1
145220,98.8
145221,29099
145222,23517.6
145223,25.4
145224,-87.8
145225,68.1
145226,19.4
145227,-30
145228,350.4
145229,108.3
145230,-37.5
145231,-38.9
145232,-51.1
145233,20.9
145234,39.2
145235,25982.7
145236,27.5
145237,28940.2
145238,102.4
145239,109.6
145240,27.5
145241,422.8
145242,86.1
145243,-67.2
145244,183.3
145245,46.7
145246,149
145247,106.8
145248,172.3
145249,62.5
145250,72.8
145251,53.8
145252,244.5
145253,126.2
145254,23290.2
145255,27636.6
145256,126.5
145257,4.5
145258,126.3
145259,30574.1
145260,207.9
145261,28.3
145262,-34.7
145263,19732.1
145264,12.2
145265,16
145266,-32.7
145267,218.5
145268,-102.4
145269,64.9
145270,266.3
145271,211.9
145272,99.1
145273,23.1
145274,92.5
145275,41
145276,284.3
145277,13.2
145278,97.2
145279,7.9
145280,77.9
145281,93.3
145282,31707.2
145283,-33.5
145284,-78.2
145285,24150
145286,24616.5
145287,-49.6
145288,46.4
145289,129.4
145290,90.9
145291,293.3
145292,786.9
145293,36.7
145294,38.8
145295,114.4
145296,118.5
145297,572.5
145298,214.9
145299,30.1
145300,958.4
145301,492.1
145302,-54.4
145303,-64
145304,217.4
145305,29643.1
145306,127.6
145307,246.5
145308,9.8
145309,19587.7
145310,199.3
145311,-47.8
145312,118.1
145313,248.8
145314,159.1
145315,-38.6
145316,146.9
145317,120.1
145318,23541.6
145319,578.4
145320,6.7
145321,-0.4
145322,-50.1
145323,-38.4
145324,-82.3
145325,-100.1
145326,197
145327,442.6
145328,-13.6
145329,-115.2
145330,-110.6
145331,-43.6
145332,40.5
145333,182.8
145334,-105.8
145335,105.5
145336,144.4
145337,479.4
145338,27629.6
145339,16190.4
145340,63.3
145341,-15.5
145342,30109.1
145343,553.6
145344,141.1
145345,69.2
145346,244.7
145347,397
145348,75.2
145349,117.6
145350,24086.2
145351,111.1
145352,174.6
145353,124.7
145354,547.1
145355,14590.3
145356,28.6
145357,18.8
145358,80
145359,128.3
145360,-54
145361,-57.2
145362,609.2
145363,-2.8
145364,95.3
145365,382
145366,2878.4
145367,-21.5
145368,14
145369,139.8
145370,176.7
145371,23466.8
145372,-71.7
145373,407.3
145374,-63.1
145375,485.3
145376,29113.6
145377,997.9
145378,311.1
145379,454
145380,85.9
145381,46.6
145382,273.8
145383,46.7
145384,-41.9
145385,64.7
145386,548
145387,21.5
145388,-74.1
145389,-96.4
145390,36
145391,99.3
145392,480.3
145393,98.9
145394,25115.9
145395,-51.3
145396,-4.7
145397,241.6
145398,161.3
145399,-48.3
145400,107.2
145401,61.4
145402,47.8
145403,318.3
145404,170
145405,119.5
145406,-33.2
145407,-26.1
145408,99.5
145409,47.5
145410,201
145411,196.5
145412,23.9
145413,157.7
145414,26659.6
145415,23343.8
145416,544.9
145417,-0.6
145418,75.3
145419,-89.9
145420,1101.7
145421,9.9
145422,31.4
145423,26628.5
145424,97.2
145425,-45.5
145426,133.2
145427,74.3
145428,45.9
145429,527.4
145430,-93
145431,203.6
145432,132.8
145433,83.7
145434,20632.6
145435,123.8
145436,20122
145437,-34.3
145438,90.9
145439,120.7
145440,-0.1
145441,205.8
145442,22645.5
145443,19945.2
145444,-24.2
145445,-31.8
145446,48
145447,434.3
145448,506.6
145449,15.7
145450,-15.4
145451,69.7
145452,17.4
145453,66.9
145454,343.9
145455,95.8
145456,126.1
145457,-21.7
145458,-82.3
145459,28.7
145460,160.3
145461,143.5
145462,207.6
145463,30.5
145464,-16.7
145465,134.2
145466,631.9
145467,150.5
145468,36.6
145469,344.1
145470,47.5
145471,63.1
145472,505.7
145473,67
145474,321.6
145475,-37.9
145476,134.4
145477,24573.8
145478,-6.9
145479,25.5
145480,24655.8
145481,-20.1
145482,10.2
145483,7.8
145484,203.2
145485,-92.6
145486,-67.3
145487,75
145488,20137.1
145489,505.3
145490,248.9
145491,31968.8
145492,77.8
145493,-97.9
145494,156.7
145495,44.4
145496,16.2
145497,-26.9
145498,-12.3
145499,59.9
145500,14.5
145501,133.1
145502,448.7
145503,154.2
145504,168.3
145505,4.3
145506,106.5
145507,-19.6
145508,20797.2
145509,86.4
145510,25841.9
145511,115.3
145512,532.9
145513,160.7
145514,263.7
145515,21.4
145516,162.7
145517,-5.2
145518,65.6
145519,198.7
145520,-18.4
145521,21811.3
145522,72.1
145523,10265.9
145524,34.4
145525,19
145526,337.3
145527,195.5
145528,235.8
145529,16.3
145530,20.1
145531,54.9
145532,377.7
145533,891.6
145534,65.3
145535,332.9
145536,55.5
145537,-33.1
145538,-24.9
145539,23.9
145540,46.2
145541,752.5
145542,-38
145543,1172.2
145544,225.3
145545,123.1
145546,336.2
145547,106.2
145548,1058
145549,70.2
145550,271.3
145551,152.4
145552,180.8
145553,245.2
145554,-101.5
145555,-101.1
145556,93.6
145557,-82.4
145558,-70.9
145559,465.9
145560,472.4
145561,291.6
145562,63.6
145563,5.1
145564,185.8
145565,700.7
145566,-65.7
145567,54.9
145568,332.9
145569,-99
145570,280.5
145571,-50.6
145572,53.3
145573,74.8
145574,-26.7
145575,44.3
145576,-44.3
145577,186.6
145578,104.9
145579,74.8
145580,-90.5
145581,20206.5
145582,-1.8
145583,20552.9
145584,115.1
145585,-29.4
145586,100.6
145587,846.1
145588,75.3
145589,357.8
145590,180.8
145591,26355.5
145592,14629
145593,-8.2
145594,182.4
145595,203.2
145596,430.1
145597,-18.2
145598,22.7
145599,28057.6
145600,-36.6
145601,441.5
145602,834.2
145603,96.8
145604,223.9
145605,91
145606,-20.2
145607,395.5
145608,11.3
145609,-68.4
145610,213.5
145611,198
145612,10357.4
145613,288
145614,26773.3
145615,605.1
145616,284.7
145617,-7.2
145618,149.2
145619,96.6
145620,-24.5
145621,483.6
145622,32.5
145623,363.2
145624,25758.8
145625,63.8
145626,242.6
145627,-102.6
145628,88.9
145629,336.3
145630,167.8
145631,194.4
145632,93.8
145633,-51.5
145634,32713.6
145635,-4.6
145636,503.4
145637,11.5
145638,96.3
145639,53.5
145640,-49.5
145641,17.6
145642,73.8
145643,-34
145644,-36.2
145645,65.6
145646,34.7
145647,29987.7
145648,16236
145649,264
145650,144.2
145651,-30.3
145652,20998
145653,139.4
145654,8.7
145655,-72.2
145656,692.8
145657,-27
145658,139.7
145659,317.7
145660,468.7
145661,18747
145662,-22.9
145663,27372.6
145664,-56.3
145665,-56.7
145666,-54.3
145667,325.2
145668,973
145669,865.3
145670,53
145671,505.7
145672,-28.8
145673,-26.5
145674,145.2
145675,-30.8
145676,-28.3
145677,-32.8
145678,14807.8
145679,301.7
145680,-8.5
145681,35.2
145682,-41.7
145683,-110.8
145684,5.6
145685,32.1
145686,272.1
145687,-24.5
145688,35.7
145689,-66.7
145690,292.4
145691,248.6
145692,-11.8
145693,61.9
145694,171.1
145695,78.1
145696,452.5
145697,415
145698,85.5
145699,34.2
145700,23834.1
145701,17.5
145702,138.1
145703,20347.3
145704,453.3
145705,29.7
145706,223.4
145707,528.9
145708,112.4
145709,111.7
145710,23988.6
145711,22120.2
145712,135.1
145713,58.4
145714,56.4
145715,112.2
145716,112.4
145717,90.4
145718,-11.9
145719,-100.2
145720,-17.3
145721,-129.7
145722,771.5
145723,545.8
145724,78.6
145725,-15.2
145726,308.5
145727,25.7
145728,36.6
145729,278.2
145730,30322.6
145731,-4.6
145732,44.5
145733,84.8
145734,148
145735,53.8
145736,371.9
145737,149.5
145738,-54.8
145739,24325.5
145740,-67.9
145741,17.6
145742,75.1
145743,30.9
145744,-87.6
145745,370.1
145746,-44.9
145747,22378.4
145748,451.8
145749,68.3
145750,563
145751,292.1
145752,-46.6
145753,-30.2
145754,80.8
145755,-10.9
145756,313.4
145757,-50.7
145758,435.5
145759,-8.2
145760,45.1
145761,130.9
145762,136.1
145763,106.7
145764,-54.8
145765,-14.8
145766,350
145767,179.1
145768,36.8
145769,150.1
145770,506.6
145771,726.4
145772,80
145773,1135.3
145774,185.7
145775,439.9
145776,3.5
145777,88.3
145778,-110.2
145779,76.9
145780,20.6
145781,0.1
145782,23025.8
145783,154.5
145784,175.7
145785,15.4
145786,66.4
145787,22.9
145788,21.5
145789,47
145790,300.6
145791,-32.6
145792,40.6
145793,437.3
145794,-86.7
145795,16023.7
145796,49.1
145797,-30.8
145798,1.4
145799,39.1
145800,-4.9
145801,-26.4
145802,-16.8
145803,172.9
145804,129.1
145805,23194.1
145806,-3.7
145807,179.9
145808,352.5
145809,-87.7
145810,29225.7
145811,184.4
145812,-40.9
145813,516.1
145814,-59.9
145815,26370.6
145816,-32.3
145817,147.7
145818,109.9
145819,94.5
145820,23448.8
145821,485
145822,80
145823,51.6
145824,-45.5
145825,408.7
145826,-10.8
145827,332.4
145828,69.9
145829,32.1
145830,-29.7
145831,395.6
145832,-95.7
145833,-71.2
145834,28383.5
145835,153.5
145836,681.1
145837,173.8
145838,88.4
145839,-124.2
145840,25986
145841,170.7
145842,166
145843,177.8
145844,159
145845,38.6
145846,112.6
145847,26129
145848,-34.9
145849,23.9
145850,17.1
145851,385.3
145852,257.2
145853,461.2
145854,250.1
145855,19.8
145856,300.8
145857,56.6
145858,-102.1
145859,762.9
145860,68.8
145861,35344.5
145862,337.4
145863,-2.7
145864,112.7
145865,-37.1
145866,36000.8
145867,-24.3
145868,48.3
145869,24.1
145870,228.7
145871,18.4
145872,26691.7
145873,54.8
145874,150.4
145875,26663.5
145876,27103.5
145877,27.4
145878,338.4
145879,-28.8
145880,75.5
145881,297.1
145882,158.9
145883,2436.8
145884,816.3
145885,32080.1
145886,28332
145887,67.5
145888,22617.3
145889,27198.9
145890,43.7
145891,522.9
145892,255.9
145893,184.2
145894,557.2
145895,78.3
145896,93.9
145897,113.7
145898,216.7
145899,584.4
145900,270.9
145901,25694
145902,-29.3
145903,61.8
145904,447.4
145905,96.4
145906,-61.7
145907,23216.2
145908,738.2
145909,228.8
145910,401
145911,157.7
145912,210.5
145913,549.4
145914,321.9
145915,29842.7
145916,-24.1
145917,-5.7
145918,20525.9
145919,82.2
145920,-63.4
145921,30726.1
145922,20.4
145923,-39.8
145924,-42.6
145925,107.3
145926,22291.7
145927,835
145928,311
145929,27.6
145930,-94.5
145931,-47.2
145932,-72.6
145933,-3.2
145934,102.4
145935,21.5
145936,522.2
145937,28.8
145938,184.1
145939,17.7
145940,-5.3
145941,-124.5
145942,265
145943,-8.2
145944,-25.2
145945,-20.5
145946,134
145947,-13.5
145948,153
145949,299.1
145950,380.8
145951,-34.6
145952,72
145953,26891.9
145954,-103.1
145955,67.4
145956,395.2
145957,-27.8
145958,-94.9
145959,-8.9
145960,29114.9
145961,358.2
145962,69.7
145963,145
145964,499.5
145965,43.4
145966,2
145967,-140.4
145968,269.3
145969,90.4
145970,95.9
145971,73.7
145972,235.6
145973,14186.6
145974,98.1
145975,450
145976,-85.8
145977,-21
145978,-113.1
145979,-41.7
145980,-16.2
145981,54.2
145982,60.5
145983,110.5
145984,304
145985,32.4
145986,15491.7
145987,28093.2
145988,81.7
145989,29747.1
145990,337.3
145991,-34.4
145992,48.6
145993,24.1
145994,-91.3
145995,94.7
145996,23
145997,-32.2
145998,19618.2
145999,23.4
146000,-61.5
146001,-51.2
146002,190.6
146003,33.2
146004,288.5
146005,82.8
146006,22500.3
146007,211.8
146008,49.9
146009,-30.9
146010,72.8
146011,25.5
146012,194.2
146013,378.4
146014,37.5
146015,44.3
146016,-4.2
146017,-25.4
146018,86.2
146019,23203.8
146020,56
146021,185
146022,21359.4
146023,519.9
146024,79.3
146025,196.1
146026,29993.1
146027,-36
146028,-60.4
146029,19260.6
146030,136.4
146031,28656.5
146032,152.3
146033,1306.6
146034,260.5
146035,19102.8
146036,41.5
146037,11.1
146038,157.2
146039,-6.7
146040,515.5
146041,173.6
146042,33.8
146043,522.6
146044,122.5
146045,27159.7
146046,67
146047,354.1
146048,-51.8
146049,308.9
146050,98.3
146051,185.1
