Metric,Value
Episodes,200000
Wins,23937
Win Rate,12.00%
Boss Kills,23937
axe,75091
books,70291
wand,62055
whip,69175
,
Episode,Reward
40249,418.5
40250,381.6
40251,-80.3
40252,553.6
40253,35946.6
40254,14.4
40255,373.1
40256,-52.4
40257,-1.7
40258,89
40259,20625.2
40260,332.7
40261,-38.2
40262,-47.1
40263,-105.2
40264,115.9
40265,-54.7
40266,2351.7
40267,606.2
40268,40
40269,20017.2
40270,131.6
40271,151.5
40272,-120.7
40273,26124.5
40274,263
40275,16294.7
40276,-66.9
40277,-96.3
40278,361.1
40279,40.8
40280,402.4
40281,-3.9
40282,-30.5
40283,43.7
40284,19.3
40285,535.2
40286,107.9
40287,176.5
40288,-32.6
40289,31.6
40290,-2.6
40291,204.1
40292,-119.8
40293,67.5
40294,533.1
40295,-101.6
40296,-83.5
40297,505.6
40298,-32.6
40299,283.9
40300,25177.6
40301,100.7
40302,147.9
40303,113.4
40304,24311.8
40305,10.2
40306,-60.9
40307,58.8
40308,56.8
40309,-43.6
40310,-121.1
40311,83.7
40312,21256
40313,-25.4
40314,268.4
40315,151.5
40316,-97.1
40317,-86.4
40318,-115.3
40319,88.1
40320,-114
40321,168.8
40322,17.1
40323,21883.5
40324,199.5
40325,-29.3
40326,113.7
40327,-21.9
40328,1711.8
40329,25614
40330,513.3
40331,12413
40332,-3.4
40333,-46.8
40334,583.7
40335,20.2
40336,27101.8
40337,-40.7
40338,-39
40339,27475.9
40340,24362.4
40341,-44.7
40342,39.3
40343,58.9
40344,-62.3
40345,100.3
40346,11.7
40347,27440.4
40348,-107.6
40349,25911.6
40350,109.1
40351,17739.8
40352,47
40353,81.8
40354,-0.9
40355,40.2
40356,318.3
40357,48.3
40358,303.7
40359,-131.4
40360,34.2
40361,-51.6
40362,-30
40363,125.3
40364,12288.8
40365,390.8
40366,508.5
40367,-90
40368,332.2
40369,545
40370,13.2
40371,-47.2
40372,186.5
40373,75
40374,-61.6
40375,523.2
40376,552.5
40377,468.9
40378,45.2
40379,-1.1
40380,-20.9
40381,3.3
40382,-29
40383,7.7
40384,22.6
40385,46
40386,2
40387,268.3
40388,-103.9
40389,219.8
40390,122.8
40391,52
40392,149.3
40393,343.2
40394,293.8
40395,29.8
40396,-108.9
40397,103.2
40398,984.1
40399,35.4
40400,379.9
40401,149
40402,893.3
40403,-49.7
40404,68
40405,120.8
40406,25358.3
40407,138.1
40408,105.1
40409,16673
40410,456.5
40411,-69.5
40412,-14.9
40413,139.7
40414,-46.4
40415,239
40416,227.7
40417,71.3
40418,27.4
40419,436
40420,-91.1
40421,110.6
40422,-7.3
40423,-9.9
40424,516
40425,92.1
40426,184.4
40427,49
40428,323.2
40429,6.9
40430,331.1
40431,91.2
40432,194.8
40433,131.3
40434,94
40435,162
40436,261
40437,97.1
40438,317.1
40439,125.5
40440,289.6
40441,-35.1
40442,17.9
40443,-71.3
40444,216.5
40445,505.2
40446,23061
40447,705.9
40448,-20.6
40449,22210.7
40450,-124
40451,20008.9
40452,131.9
40453,151.7
40454,97.7
40455,13
40456,357.1
40457,97.6
40458,-113.8
40459,219.9
40460,7
40461,361
40462,-32.3
40463,44.2
40464,83.7
40465,99
40466,59
40467,130.8
40468,237.2
40469,6
40470,-45.8
40471,30005.9
40472,-23
40473,227.9
40474,159.5
40475,141.8
40476,-27.6
40477,26.2
40478,-117.9
40479,114.1
40480,101.2
40481,311.3
40482,253
40483,131.2
40484,-73
40485,50
40486,149.3
40487,15.5
40488,691.9
40489,14.8
40490,-58.6
40491,-3
40492,45.6
40493,90.4
40494,-34.4
40495,32.3
40496,99.5
40497,63.4
40498,-12.4
40499,68
40500,67.8
40501,77.3
40502,14.7
40503,-36.2
40504,31
40505,155.8
40506,-42.5
40507,26731.9
40508,204.8
40509,-18.8
40510,27661
40511,31.9
40512,135.6
40513,-79
40514,333.6
40515,181.2
40516,119.1
40517,167.9
40518,118.2
40519,-55.4
40520,114.4
40521,76.3
40522,-41.8
40523,86.4
40524,-2.2
40525,10.9
40526,153.7
40527,33.6
40528,-16.9
40529,-16.5
40530,13.3
40531,-68.9
40532,20.1
40533,422.6
40534,36.7
40535,18449.8
40536,342.8
40537,-56.8
40538,-21.5
40539,32323.3
40540,-3.4
40541,-8.4
40542,-105.5
40543,12840.4
40544,17393.6
40545,355
40546,-21.2
40547,-13.2
40548,43.2
40549,916.7
40550,-20.3
40551,25530.2
40552,30713.6
40553,-2
40554,-22.2
40555,19.5
40556,54.2
40557,8.9
40558,-94.4
40559,125.5
40560,19
40561,-35
40562,210.1
40563,-95.6
40564,29.1
40565,-10
40566,-37.1
40567,-26.6
40568,316.3
40569,369.9
40570,106.1
40571,-112.3
40572,14.5
40573,12
40574,287.2
40575,96.8
40576,370.4
40577,-30.8
40578,-68.1
40579,15
40580,26.6
40581,333.8
40582,82.3
40583,28012.1
40584,27171.5
40585,18.6
40586,-3.9
40587,-8.4
40588,378.3
40589,177.7
40590,51.2
40591,41.1
40592,-64.7
40593,-18.1
40594,30048.7
40595,332
40596,82.1
40597,32.3
40598,-40.3
40599,183
40600,280.9
40601,170.9
40602,-56.3
40603,105.7
40604,76.2
40605,49.8
40606,401.3
40607,-99.9
40608,150.8
40609,-37.3
40610,35.4
40611,80.8
40612,182
40613,72
40614,30.4
40615,541.4
40616,58.7
40617,-5.8
40618,79.9
40619,14.9
40620,-68.4
40621,12
40622,-50.1
40623,319.6
40624,-73.9
40625,24186.3
40626,59.4
40627,25249.8
40628,70.1
40629,276.3
40630,348.5
40631,-26.5
40632,-112.8
40633,-52.1
40634,157.5
40635,15584.3
40636,314
40637,310.1
40638,21
40639,264.8
40640,28293.9
40641,-0.4
40642,25606
40643,286.5
40644,298.4
40645,9.7
40646,97.3
40647,119.4
40648,186.4
40649,584.8
40650,70.4
40651,-60.5
40652,28776.6
40653,28330.9
40654,127.3
40655,112.1
40656,9499.3
40657,-29.9
40658,23619.6
40659,65.6
40660,28.2
40661,62.1
40662,-1.6
40663,98.3
40664,244.2
40665,237.9
40666,-6.9
40667,-52.1
40668,104.1
40669,575.2
40670,11.5
40671,24039.7
40672,87.9
40673,27787.6
40674,224
40675,21397.6
40676,17.4
40677,26807.7
40678,188.3
40679,53.7
40680,-2.5
40681,34
40682,-21.7
40683,138.8
40684,-20
40685,28604.8
40686,-41.5
40687,-29.6
40688,26438.6
40689,79
40690,351.2
40691,509.5
40692,-54.8
40693,55.5
40694,26733.3
40695,177.4
40696,-98.6
40697,44.7
40698,784.4
40699,-35.1
40700,357.9
40701,43.1
40702,-113.9
40703,-24.4
40704,-74.1
40705,123.4
40706,-10.3
40707,-27.6
40708,2.2
40709,85.2
40710,17.1
40711,-59.4
40712,21541.8
40713,205.9
40714,189.2
40715,87.2
40716,132.2
40717,45.3
40718,257.3
40719,177.3
40720,-135.4
40721,215.9
40722,-114.1
40723,-108.3
40724,-63.3
40725,-131.3
40726,23401.6
40727,-27.3
40728,44
40729,-54.4
40730,138.3
40731,38.9
40732,-81.8
40733,16.3
40734,43.9
40735,-53.3
40736,-67.7
40737,-119.6
40738,101.9
40739,554.8
40740,13.6
40741,212.8
40742,-15.3
40743,-18.2
40744,-56.9
40745,-81.6
40746,89.1
40747,30037.8
40748,26651.7
40749,301
40750,-83
40751,-29.7
40752,209.4
40753,-79
40754,-20.9
40755,31664.6
40756,77.2
40757,577.3
40758,-14.2
40759,124.6
40760,-53.4
40761,214.4
40762,134.4
40763,-82.1
40764,96.5
40765,13
40766,-62.5
40767,344.3
40768,69.3
40769,27.7
40770,-19.4
40771,57.3
40772,78.4
40773,29726.1
40774,33.3
40775,177.6
40776,-17.9
40777,58.4
40778,314.1
40779,186.7
40780,-10.2
40781,455.7
40782,40
40783,208.1
40784,37.4
40785,-26.3
40786,-72.8
40787,160
40788,405
40789,212.8
40790,163.8
40791,26.7
40792,-10.7
40793,103.8
40794,-1.5
40795,390.4
40796,26165.4
40797,561.7
40798,9.4
40799,32.1
40800,247.8
40801,110.2
40802,24726.6
40803,338.9
40804,141.2
40805,20991.2
40806,139.9
40807,-84.1
40808,78.2
40809,39.4
40810,21822.8
40811,-29.7
40812,174.8
40813,129.7
40814,159.2
40815,16.1
40816,-18.9
40817,26664.4
40818,368.2
40819,25109.4
40820,-88.7
40821,-24.3
40822,9.9
40823,1157.8
40824,548.9
40825,-100.9
40826,-16.4
40827,367.9
40828,117.2
40829,50.9
40830,164.3
40831,196.8
40832,61.2
40833,-30.2
40834,6.6
40835,231.2
40836,26079.4
40837,68
40838,105.7
40839,114.4
40840,25906.4
40841,133.9
40842,-15.2
40843,-4.7
40844,294.9
40845,20994.8
40846,47
40847,111.4
40848,264
40849,-60.9
40850,-56.7
40851,97.3
40852,123.2
40853,30769.6
40854,42.2
40855,426.4
40856,-43.7
40857,247.8
40858,118.8
40859,-17.1
40860,-37
40861,-45.6
40862,415.4
40863,123.3
40864,76.9
40865,178.8
40866,-41.7
40867,-24.2
40868,24925.6
40869,450.1
40870,31.2
40871,166.1
40872,29.9
40873,119.1
40874,81.8
40875,27
40876,75.8
40877,-68.1
40878,69.8
40879,38.5
40880,-101.3
40881,647.8
40882,928.3
40883,11951.1
40884,137.5
40885,30021.4
40886,132.5
40887,-28
40888,-48.6
40889,-17.5
40890,87.9
40891,78.9
40892,110.8
40893,42.1
40894,70.1
40895,-99.9
40896,128.4
40897,226.3
40898,346
40899,-8.7
40900,30004.9
40901,21.7
40902,30.4
40903,-57.4
40904,-3.9
40905,77
40906,772.4
40907,52.6
40908,67.7
40909,145.3
40910,233.5
40911,-32.9
40912,116.6
40913,23965.6
40914,66.9
40915,528.1
40916,595.3
40917,26345.2
40918,519
40919,53.6
40920,-20.3
40921,26652.5
40922,448.6
40923,-2.6
40924,23963
40925,-23.4
40926,-32.5
40927,-100.4
40928,86.7
40929,3.9
40930,9
40931,24658.9
40932,-93.6
40933,-23.3
40934,19064.4
40935,513
40936,-50.6
40937,24
40938,-19.6
40939,20758.1
40940,75.9
40941,630.3
40942,-25.2
40943,34.7
40944,-17.9
40945,12.7
40946,32339.9
40947,-110.9
40948,567.8
40949,98.9
40950,27568.4
40951,429.2
40952,30.8
40953,155.6
40954,24870.4
40955,339.1
40956,487.7
40957,88.2
40958,-1.7
40959,90
40960,30788.8
40961,-32.2
40962,263.9
40963,-69.4
40964,634.4
40965,20382.4
40966,25940.9
40967,29097.2
40968,79.5
40969,55.2
40970,22025.5
40971,19112.8
40972,96.2
40973,-17.3
40974,-1.3
40975,27252.7
40976,13.5
40977,19217.9
40978,290.3
40979,-26.9
40980,-88.1
40981,354.7
40982,155.9
40983,298.3
40984,66.6
40985,-60.8
40986,151.6
40987,35
40988,-94.3
40989,46.1
40990,-40.5
40991,-108.7
40992,159.7
40993,289.7
40994,47.2
40995,43.1
40996,120.6
40997,84.3
40998,-45.1
40999,163.3
41000,-108.2
41001,236.4
41002,43.5
41003,685.1
41004,40.5
41005,257.3
41006,-10.4
41007,34.9
41008,87.9
41009,365.6
41010,261
41011,55.2
41012,-48
41013,-85.9
41014,12303.2
41015,26608.1
41016,93.8
41017,306
41018,69.5
41019,1.2
41020,35.6
41021,158.8
41022,-56.5
41023,-30
41024,-33.3
41025,-112.4
41026,9.3
41027,123.9
41028,341.5
41029,78.7
41030,99.2
41031,-63.3
41032,165.3
41033,340.8
41034,195.4
41035,829.8
41036,84.7
41037,-13.2
41038,-2.7
41039,66.1
41040,-12.3
41041,101.2
41042,-32.8
41043,141.7
41044,16.6
41045,20094.2
41046,136.4
41047,22455.2
41048,119.6
41049,-20.9
41050,67.2
41051,112.1
41052,-42.5
41053,-38.9
41054,404.5
41055,90.3
41056,-2.9
41057,101.8
41058,138.8
41059,11603.1
41060,7.4
41061,167
41062,59.2
41063,404.7
41064,-58.2
41065,-59.4
41066,1088
41067,329.1
41068,114.9
41069,33.1
41070,155.4
41071,-92.6
41072,379.4
41073,22501.5
41074,18.9
41075,22073.6
41076,149.1
41077,-31.7
41078,35.1
41079,128.7
41080,25804.9
41081,-60
41082,338
41083,73.6
41084,88.5
41085,102.7
41086,23485.2
41087,7.9
41088,161.2
41089,150.7
41090,37.1
41091,127
41092,15247.6
41093,7.5
41094,27409.1
41095,16.2
41096,124.5
41097,49.6
41098,-5.1
41099,666.5
41100,-22.6
41101,735.8
41102,-77.6
41103,18055.4
41104,-137
41105,94.1
41106,614.9
41107,-13.2
41108,99.7
41109,-23.4
41110,-9.4
41111,104.6
41112,-92
41113,-19.9
41114,212
41115,89.9
41116,-52.5
41117,9.3
41118,414.5
41119,129.5
41120,123.3
41121,726.7
41122,123.1
41123,186
41124,-51.9
41125,145.5
41126,-85.3
41127,526.4
41128,442
41129,22346.5
41130,21371.3
41131,39
41132,3.2
41133,18967.6
41134,261.2
41135,31404.4
41136,-2.1
41137,-2.5
41138,55.4
41139,-16.1
41140,-33.5
41141,38.9
41142,-90.4
41143,18649.7
41144,-85.5
41145,-33.7
41146,62.2
41147,270.4
41148,-69.7
41149,467.7
41150,560.2
41151,17367.7
41152,827.2
41153,615.1
41154,66.6
41155,-2.3
41156,-6
41157,365.1
41158,-31.8
41159,126.7
41160,0.3
41161,-80.2
41162,140.1
41163,40.7
41164,29737.5
41165,52.4
41166,449.7
41167,-46
41168,21733.8
41169,-47.4
41170,14.1
41171,145
41172,-56.7
41173,-42.1
41174,49.3
41175,551.6
41176,-57.7
41177,13.2
41178,80.3
41179,22222.5
41180,3
41181,85
41182,893.3
41183,9
41184,57
41185,-19.4
41186,1022
41187,24009.4
41188,-29.7
41189,3.3
41190,60.7
41191,27566.3
41192,304.8
41193,20529.2
41194,183.1
41195,22601.4
41196,44.9
41197,248.6
41198,266.3
41199,28998.1
41200,217
41201,126.8
41202,89.7
41203,24330.1
41204,537.2
41205,44.4
41206,63.6
41207,31.6
41208,328.3
41209,-76.5
41210,277.6
41211,-55.1
41212,346.3
41213,553
41214,9.5
41215,595.9
41216,174.7
41217,272.3
41218,370.7
41219,304.5
41220,-21.6
41221,-54.4
41222,46.3
41223,140
41224,90.5
41225,4.6
41226,132.7
41227,91.5
41228,7.8
41229,-47
41230,26415.4
41231,151
41232,626.4
41233,-78.3
41234,411.8
41235,14553.5
41236,-18.1
41237,20375
41238,51.1
41239,-28.5
41240,502.1
41241,230.9
41242,203.7
41243,25387
41244,179
41245,-26.8
41246,295.3
41247,263.4
41248,34.6
41249,75.1
41250,574.2
41251,140.9
41252,107.6
41253,79.5
41254,-46.9
41255,-27.4
41256,62.7
41257,25377.9
41258,-37.5
41259,13.3
41260,-18.9
41261,23016.7
41262,-87.4
41263,501.5
41264,-95.1
41265,122.8
41266,386.3
41267,299
41268,144.3
41269,23.7
41270,-33.8
41271,129.8
41272,-50.9
41273,-22
41274,-73.2
41275,23990.8
41276,55.7
41277,22577.1
41278,38.4
41279,-22.8
41280,370.9
41281,619.2
41282,-104.8
41283,-16.9
41284,18.3
41285,87.9
41286,30.7
41287,24508.7
41288,46.6
41289,19320.3
41290,30.7
41291,79.3
41292,433.5
41293,73.4
41294,39.3
41295,44.2
41296,67.7
41297,187.6
41298,4
41299,147.7
41300,-34.5
41301,57
41302,55
41303,26814.1
41304,-28.7
41305,48.4
41306,205
41307,179.9
41308,-27.1
41309,63.3
41310,39.3
41311,-37.3
41312,16403.9
41313,124
41314,27
41315,216.2
41316,357.6
41317,-31.4
41318,86.1
41319,1086.5
41320,-0.5
41321,75.5
41322,-111.4
41323,350
41324,26960.5
41325,37
41326,-53.2
41327,-3.7
41328,-22.4
41329,-125.2
41330,123.9
41331,18.1
41332,152.4
41333,420
41334,23560.7
41335,119.6
41336,-132.5
41337,40.2
41338,267.1
41339,10.9
41340,99.7
41341,948.7
41342,62.3
41343,202.1
41344,-8.5
41345,112.5
41346,-93
41347,62.5
41348,-17.6
41349,66.8
41350,122.6
41351,24575.1
41352,295.6
41353,34.9
41354,325.7
41355,62.6
41356,-40.9
41357,270.4
41358,63.7
41359,-30.3
41360,30.1
41361,87.1
41362,-0.4
41363,85.2
41364,347.1
41365,219.4
41366,22308.9
41367,160.9
41368,-39.7
41369,18181.2
41370,21.3
41371,18.9
41372,-39.5
41373,-17.8
41374,16016.3
41375,70.6
41376,-46
41377,-20.7
41378,681.7
41379,952.1
41380,109.3
41381,129.3
41382,19359.7
41383,25439.3
41384,21586.8
41385,237.6
41386,83.1
41387,586
41388,66.3
41389,35
41390,-67.3
41391,69.9
41392,-92.1
41393,154.1
41394,88.4
41395,78.4
41396,58
41397,156.2
41398,164.8
41399,-28.2
41400,20.4
41401,84.5
41402,-83.6
41403,165.2
41404,-23
41405,368.3
41406,29427.1
41407,-53
41408,609.6
41409,46.9
41410,739.9
41411,-24.3
41412,-62
41413,-52.8
41414,266.7
41415,103.8
41416,79.4
41417,96
41418,-95.7
41419,2.8
41420,-11.8
41421,164.3
41422,292.6
41423,33315.5
41424,30661.8
41425,136.5
41426,25566.5
41427,-5.4
41428,122.8
41429,169.2
41430,26.5
41431,-43.8
41432,48.6
41433,253.5
41434,43.6
41435,55.6
41436,24.6
41437,-18.3
41438,21.2
41439,43
41440,168.3
41441,316.3
41442,63
41443,62.7
41444,23802.4
41445,32431.9
41446,-27
41447,-84.4
41448,208.3
41449,2.2
41450,520.7
41451,86.5
41452,85.3
41453,97.1
41454,34.4
41455,100.5
41456,25087.2
41457,440.5
41458,35.7
41459,-52
41460,28856.2
41461,26608.3
41462,64.4
41463,5.7
41464,3.2
41465,18917.5
41466,-17.8
41467,30760
41468,19020
41469,-120.8
41470,116.3
41471,-7
41472,-90.3
41473,-8.5
41474,-75.8
41475,-22
41476,645.5
41477,36.1
41478,24370
41479,19909
41480,-80.7
41481,21638.2
41482,-99.7
41483,52
41484,10.3
41485,28.8
41486,712.4
41487,427.3
41488,41.1
41489,42.4
41490,199.2
41491,12.1
41492,28605.2
41493,237.4
41494,267.2
41495,243.5
41496,94.7
41497,2.3
41498,19.1
41499,80.4
41500,217.4
41501,-12.2
41502,424
41503,30.5
41504,22792.8
41505,31034.4
41506,87.9
41507,72.7
41508,17405.6
41509,21240.7
41510,259.8
41511,-18.6
41512,2.8
41513,-133.4
41514,-89.4
41515,7.6
41516,44.2
41517,60.7
41518,24178.3
41519,31.7
41520,25302.2
41521,63.5
41522,242.1
41523,-64
41524,-37.3
41525,479.1
41526,50.8
41527,98.8
41528,253.8
41529,27.9
41530,-105
41531,19891.3
41532,230.1
41533,25649.8
41534,258.8
41535,-7.7
41536,8.1
41537,-88.3
41538,-16.4
41539,-16.5
41540,-39.1
41541,62.5
41542,-24.9
41543,-23.2
41544,21.4
41545,233.1
41546,407.7
41547,22182.4
41548,299.8
41549,-2.8
41550,54.1
41551,168.3
41552,51.7
41553,25910.6
41554,-59.9
41555,-88.9
41556,92.2
41557,-1.8
41558,334.3
41559,79.4
41560,155.4
41561,-19.1
41562,-18.4
41563,259.7
41564,33.6
41565,529.6
41566,-74.5
41567,23367.9
41568,86.8
41569,93
41570,6.2
41571,-60.6
41572,13
41573,15849.2
41574,-118.8
41575,-30.7
41576,64.1
41577,295.2
41578,18304.3
41579,22258.6
41580,275.2
41581,-48
41582,327.1
41583,527.6
41584,29.2
41585,221.2
41586,-106.8
41587,98.1
41588,62.2
41589,-77.6
41590,496.9
41591,-6.1
41592,-82.9
41593,7.3
41594,315.9
41595,-85.7
41596,496.4
41597,512.9
41598,62.2
41599,142.7
41600,15031
41601,0.3
41602,-40.9
41603,77
41604,16779
41605,28884.9
41606,69.1
41607,131.2
41608,-85.1
41609,3.9
41610,-67.1
41611,231.2
41612,6.8
41613,14.3
41614,-125.2
41615,237.3
41616,272.5
41617,-94.9
41618,-20.6
41619,26579.9
41620,149.6
41621,3.2
41622,506.5
41623,24827.9
41624,266.9
41625,-9.3
41626,15246.2
41627,145.6
41628,25919.7
41629,6.5
41630,-48.6
41631,49
41632,330.9
41633,-25.1
41634,87.2
41635,369.4
41636,120.9
41637,23258.5
41638,24256.5
41639,120
41640,17.4
41641,-89.8
41642,700.8
41643,153.4
41644,-7.2
41645,106.3
41646,23.2
41647,174.3
41648,-86.5
41649,126
41650,-40.9
41651,44
41652,133.7
41653,539
41654,257
41655,-92.7
41656,-14.5
41657,18.5
41658,-59.8
41659,-89.9
41660,162.6
41661,24419.5
41662,332.6
41663,-76.5
41664,253.7
41665,-16.1
41666,72.2
41667,113.6
41668,25938.4
41669,100.9
41670,355.4
41671,-41.9
41672,129.1
41673,29.8
41674,5.3
41675,465.4
41676,-25.9
41677,388.4
41678,119
41679,-5.9
41680,32.1
41681,545
41682,113
41683,128.9
41684,34.7
41685,164.4
41686,-63.1
41687,570.7
41688,104.3
41689,21.6
41690,19.6
41691,-38.6
41692,30468.9
41693,-100
41694,-60.9
41695,80.1
41696,-10.6
41697,352.4
41698,7.3
41699,1.2
41700,344.7
41701,317.7
41702,-3.8
41703,165
41704,-68.8
41705,-61.4
41706,49.3
41707,-18.9
41708,492
41709,227.4
41710,316.6
41711,530.9
41712,-17.3
41713,40.9
41714,47.8
41715,154.4
41716,20919
41717,12.3
41718,208.8
41719,18266.4
41720,-90.7
41721,-16.5
41722,34619.9
41723,435.7
41724,-24.4
41725,22060.1
41726,35.7
41727,215.6
41728,53.3
41729,374.8
41730,45.2
41731,6.6
41732,570.5
41733,101.2
41734,177.7
41735,65.8
41736,25447.1
41737,103.3
41738,78.7
41739,78.9
41740,3.1
41741,65.3
41742,73.4
41743,448
41744,21690.5
41745,-130
41746,21.9
41747,475.7
41748,95.5
41749,31
41750,235.1
41751,-68.9
41752,257
41753,138.2
41754,-27.5
41755,180.6
41756,2.2
41757,33.2
41758,-11
41759,24395.4
41760,123.8
41761,-70
41762,-26.1
41763,55.6
41764,121.6
41765,-57.2
41766,-30.3
41767,26755.5
41768,26
41769,39.3
41770,-109.7
41771,145.3
41772,-39.4
41773,177.9
41774,0.7
41775,304.7
41776,265.2
41777,413.1
41778,-86.1
41779,-45.8
41780,93.7
41781,152.6
41782,9.2
41783,165.6
41784,96.1
41785,-31.1
41786,147.7
41787,-140.2
41788,2.8
41789,30.2
41790,-62.6
41791,-60.5
41792,17.3
41793,249.6
41794,94.5
41795,20670.2
41796,32
41797,150
41798,100
41799,68.2
41800,252.7
41801,54.4
41802,-33.5
41803,83.6
41804,70.4
41805,-12.7
41806,202
41807,-2.3
41808,446.7
41809,161.2
41810,4.6
41811,27629.7
41812,-97.4
41813,234.9
41814,17186.2
41815,275.8
41816,2.3
41817,-34.4
41818,-78.8
41819,-14.8
41820,24793.7
41821,219.3
41822,46.5
41823,25184.4
41824,-1.7
41825,64.3
41826,315.2
41827,-49.2
41828,71.1
41829,-57.8
41830,-126.2
41831,-33.5
41832,163.5
41833,92.7
41834,-108.6
41835,528.6
41836,-61.6
41837,-45.8
41838,-24.5
41839,222.7
41840,249.8
41841,43.1
41842,82.4
41843,765.5
41844,815.4
41845,22495.1
41846,525.6
41847,72.2
41848,49.8
41849,573.9
41850,108
41851,889.1
41852,535.7
41853,-50.7
41854,54.2
41855,131.5
41856,-41.9
41857,129.7
41858,59.2
41859,17.9
41860,-13.1
41861,117.2
41862,355.5
41863,383.6
41864,22.1
41865,116.6
41866,350.1
41867,87.1
41868,307.5
41869,-2
41870,-76.4
41871,59.7
41872,-6.6
41873,185.9
41874,-35.5
41875,-7.4
41876,62.2
41877,110.5
41878,-48.1
41879,99.8
41880,21.5
41881,-51.9
41882,196.9
41883,959.9
41884,-1.7
41885,-70.7
41886,-64.9
41887,26313
41888,-46.1
41889,17.7
41890,115.2
41891,288.7
41892,74.4
41893,28937.7
41894,132
41895,-38.9
41896,-38.9
41897,20359.6
41898,241.4
41899,150.6
41900,-61.6
41901,60
41902,425.1
41903,103.6
41904,23.4
41905,8
41906,6
41907,-126.2
41908,249.9
41909,13.5
41910,-45.6
41911,145.2
41912,82.2
41913,83.8
41914,279.4
41915,278.7
41916,213.3
41917,28.1
41918,-105.7
41919,23
41920,20.3
41921,94.2
41922,336.5
41923,33.2
41924,61
41925,153.2
41926,-127.6
41927,221.5
41928,-5.5
41929,104.7
41930,21.1
41931,71
41932,-25.6
41933,-3.3
41934,25.6
41935,258.7
41936,27.7
41937,306.7
41938,43.9
41939,78.6
41940,15.1
41941,11.9
41942,-6.1
41943,82.5
41944,497.8
41945,20926.4
41946,532.7
41947,307.5
41948,376.6
41949,96.1
41950,407.6
41951,53.3
41952,-44.9
41953,95.8
41954,-86.8
41955,84
41956,158.6
41957,84.2
41958,637.5
41959,-73.5
41960,109.7
41961,-26
41962,-51
41963,314.9
41964,63.7
41965,-60.1
41966,-68.7
41967,-8.2
41968,-13.6
41969,303
41970,40.7
41971,-55.4
41972,128.1
41973,66.7
41974,-16.4
41975,70.7
41976,508
41977,48.2
41978,20561.4
41979,629.7
41980,73.2
41981,-8.8
41982,507.1
41983,65.8
41984,73.4
41985,30.3
41986,-115.4
41987,66.8
41988,308.4
41989,2.7
41990,32.1
41991,-13.4
41992,21819.9
41993,28.7
41994,25698.4
41995,-42.6
41996,-40.4
41997,-14.6
41998,-72.4
41999,-101.9
42000,149.5
42001,128.8
42002,281.1
42003,312.5
42004,394.9
42005,-45.3
42006,418.2
42007,20088.8
42008,20.9
42009,18192.6
42010,64.8
42011,-51.9
42012,22.5
42013,-85.5
42014,-32.8
42015,84.6
42016,-1.2
42017,-83.8
42018,16032.6
42019,27486.5
42020,-30.6
42021,589.1
42022,130
42023,205.7
42024,148.1
42025,91.1
42026,29047
42027,64.6
42028,225.2
42029,-33.5
42030,438.7
42031,18.2
42032,186.2
42033,58.2
42034,59.8
42035,-50.2
42036,104.8
42037,237
42038,254.3
42039,-70
42040,-45
42041,138.6
42042,56.6
42043,24206.6
42044,25.1
42045,24585.3
42046,59
42047,132
42048,20773.4
42049,748.8
42050,78.6
42051,20.2
42052,611.7
42053,3.7
42054,459.2
42055,64.3
42056,-91
42057,695.5
42058,29546.7
42059,454.3
42060,146.3
42061,338.3
42062,9.8
42063,99.8
42064,64.2
42065,509.6
42066,26297.9
42067,193.1
42068,25832.3
42069,231.4
42070,438.7
42071,418.5
42072,100.4
42073,32137.4
42074,138.4
42075,-19
42076,167.4
42077,-4.9
42078,15259.8
42079,71.3
42080,-54.4
42081,30.5
42082,-94.4
42083,565.4
42084,-103.8
42085,32494.1
42086,257
42087,-119.6
42088,11.6
42089,333.9
42090,54.3
42091,74
42092,73.3
42093,23649
42094,-59.9
42095,32.3
42096,-42.5
42097,57
42098,150.9
42099,-115.9
42100,519.8
42101,-42.4
42102,127.2
42103,85.1
42104,-69
42105,91.6
42106,96.5
42107,141.5
42108,-21.9
42109,468.1
42110,-51.6
42111,-29.2
42112,104.9
42113,369.7
42114,30.7
42115,9.5
42116,183.4
42117,-9.4
42118,783.2
42119,-9.3
42120,26091.7
42121,-76.4
42122,556.6
42123,100.5
42124,25321.4
42125,18104.6
42126,91.9
42127,128.7
42128,150.6
42129,107.7
42130,101.7
42131,601.6
42132,653.4
42133,24747.9
42134,247.5
42135,43.2
42136,86.8
42137,19071.6
42138,137.1
42139,61.7
42140,216.8
42141,-72
42142,-38.5
42143,177.6
42144,-52.3
42145,200.8
42146,47.6
42147,495.7
42148,223.8
42149,73.4
42150,305.1
42151,14345.9
42152,110.4
42153,26593.2
42154,41
42155,286.9
42156,268.9
42157,55.9
42158,-40.5
42159,122.4
42160,-68.3
42161,35.4
42162,103.3
42163,-1.9
42164,92.9
42165,27.5
42166,52.7
42167,96.2
42168,-137.1
42169,-57.3
42170,-30.6
42171,598.6
42172,114.6
42173,192.4
42174,-29.1
42175,31.7
42176,7.8
42177,27.8
42178,111.7
42179,97.9
42180,-80.4
42181,155.3
42182,-16.3
42183,16339
42184,55.7
42185,28195.1
42186,102.3
42187,54
42188,0
42189,330.3
42190,-54
42191,32.2
